Drugname	NCIDS:Phase:Status:Literature	Targets
sorafenib	NCT02292173:Phase 1:Recruiting:No publish;;NCT00875615:Phase 2:Completed:No publish;;NCT00997022:Phase 1:Completed:No publish;;NCT01754987:Phase 1|Phase 2:Completed:No publish;;NCT00813293:Phase 2:Active, not recruiting:No publish;;NCT01932385:Phase 2|Phase 3:Completed:No publish;;NCT01033240:Phase 2:Completed:No publish;;NCT03533582:Phase 2|Phase 3:Recruiting:No publish;;NCT01775501:Phase 2:Active, not recruiting:No publish;;NCT01306058:Phase 1|Phase 2:Completed:No publish;;NCT02575339:Phase 1|Phase 2:Active, not recruiting:No publish;;NCT00844883:Phase 2:Completed:No publish;;NCT00999843:Phase 1|Phase 2:Unknown status:No publish;;NCT01658878:Phase 1|Phase 2:Active, not recruiting:No publish;;NCT03439891:Phase 2:Recruiting:No publish;;NCT00976170:Phase 1:Completed:No publish;;NCT00906373:Phase 2:Completed:No publish;;NCT02240433:Phase 1:Active, not recruiting:No publish;;NCT00872014:Phase 2:Completed:No publish;;NCT01214343:Phase 3:Unknown status:No publish;;NCT00712855:Phase 1:Completed:No publish;;NCT03412773:Phase 3:Recruiting:No publish;;NCT01498952:Phase 1:Completed:No publish;;NCT00892424:Phase 1|Phase 2:Active, not recruiting:No publish;;NCT03582618:Phase 2:Not yet recruiting:No publish;;NCT01232296:Phase 2:Completed:No publish;;NCT02988440:Phase 1:Recruiting:No publish;;NCT00956436:Phase 1:Completed:No publish;;NCT00398814:Phase 1:Completed:Preliminary results / Journal of Clinical Oncology, 2008 ASCO Annual Meeting Proceedings (Post-Meeting Edition). Vol 26, No 15S (May 20 Supplement), 2008: 16024;;NCT03563170:Phase 1|Phase 2:Not yet recruiting:No publish;;NCT01988493:Phase 1|Phase 2:Active, not recruiting:No publish;;NCT02560779:Phase 1|Phase 2:Recruiting:No publish;;NCT02400788:Phase 1|Phase 2:Completed:No publish;;NCT02279719:Phase 1|Phase 2:Recruiting:No publish;;NCT01271504:Phase 1|Phase 2:Completed:No publish;;NCT02645981:Phase 2|Phase 3:Recruiting:No publish;;NCT01906216:Phase 2|Phase 3:Recruiting:No publish;;NCT00768937:Phase 1|Phase 2:Completed:No publish;;NCT00882869:Phase 1|Phase 2:Completed:No publish;;NCT02129322:Phase 2:Not yet recruiting:No publish;;NCT02423239:Phase 1:Unknown status:No publish;;NCT02354898:Phase 1:Recruiting:No publish;;NCT03009461:Phase 2:Recruiting:No publish;;NCT03017326:Phase 3:Recruiting:No publish;;NCT03468231:Phase 3:Recruiting:No publish;;NCT01482442:Phase 3:Completed:No publish;;NCT01272557:Phase 2:Unknown status:No publish;;NCT03578874:Phase 2:Recruiting:No publish;;NCT02774187:Phase 3:Active, not recruiting:Fan W, Zhang Y, Wang Y, Yao X, Yang J, Li J. Neutrophil-to-lymphocyte and platelet-to-lymphocyte ratios as predictors of survival and metastasis for recurrent hepatocellular carcinoma after transarterial chemoembolization. PLoS One. 2015 Mar 5;10(3):e0119312. doi: 10.1371/journal.pone.0119312. eCollection 2015.;;NCT03518502:Phase 4:Recruiting:Cabrera R, Pannu DS, Caridi J, Firpi RJ, Soldevila-Pico C, Morelli G, Clark V, Suman A, George TJ Jr, Nelson DR. The combination of sorafenib with transarterial chemoembolisation for hepatocellular carcinoma. Aliment Pharmacol Ther. 2011 Jul;34(2):205-13. doi: 10.1111/j.1365-2036.2011.04697.x. Epub 2011 May 23.;;NCT03434379:Phase 3:Recruiting:No publish;;NCT03298451:Phase 3:Recruiting:No publish;;NCT02867280:Phase 3:Recruiting:No publish;;NCT02562755:Phase 3:Recruiting:No publish;;NCT02733809:Phase 4:Recruiting:No publish;;NCT02716766:Phase 2:Recruiting:No publish;;NCT02672488:Phase 2:Recruiting:No publish;;NCT01761266:Phase 3:Active, not recruiting:No publish;;NCT02576509:Phase 3:Active, not recruiting:No publish;;NCT02504983:Phase 4:Unknown status:Liang KH, Lin CL, Chen SF, Chiu CW, Yang PC, Chang ML, Lin CC, Sung KF, Yeh C, Hung CF, Chien RN, Yeh CT. GALNT14 genotype effectively predicts the therapeutic response in unresectable hepatocellular carcinoma treated with transcatheter arterial chemoembolization. Pharmacogenomics. 2016 Mar;17(4):353-66. doi: 10.2217/pgs.15.179. Epub 2016 Feb 12.;;NCT02436902:Phase 3:Recruiting:No publish;;NCT02358395:Phase 1:Completed:No publish;;NCT02971696:Phase 3:Completed:No publish;;NCT02961998:Phase 4:Completed:No publish;;NCT02311205:Phase 2:Active, not recruiting:No publish;;NCT01840592:Phase 2:Active, not recruiting:No publish;;NCT00846131:Phase 1:Completed:Kulik L, Vouche M, Koppe S, Lewandowski RJ, Mulcahy MF, Ganger D, Habib A, Karp J, Al-Saden P, Lacouture M, Cotliar J, Abecassis M, Baker T, Salem R. Prospective randomized pilot study of Y90+/-sorafenib as bridge to transplantation in hepatocellular carcinoma. J Hepatol. 2014 Aug;61(2):309-17. doi: 10.1016/j.jhep.2014.03.023. Epub 2014 Mar 27.;;NCT02178358:Phase 2:Active, not recruiting:No publish;;NCT01903694:Phase 3:Completed:No publish;;NCT01897038:Phase 1:Completed:No publish;;NCT01507064:Phase 2:Completed:No publish;;NCT01409499:Phase 4:Unknown status:No publish;;NCT01357486:Phase 2:Completed:No publish;;NCT01308723:Phase 1:Completed:No publish;;NCT01258608:Phase 2:Completed:No publish;;NCT01246986:Phase 2:Active, not recruiting:No publish;;NCT01170104:Phase 2:Unknown status:No publish;;NCT01004003:Phase 2:Completed:No publish;;NCT00987935:Phase 2:Completed:No publish;;NCT00943449:Phase 2:Completed:No publish;;NCT00892658:Phase 1:Active, not recruiting:No publish;;NCT01265576:Phase 2:Unknown status:No publish;;NCT00858871:Phase 3:Completed:No publish;;NCT00844688:Phase 2:Unknown status:No publish;;NCT00478374:Phase 1:Completed:Dufour JF, Hoppe H, Heim MH, Helbling B, Maurhofer O, Szucs-Farkas Z, Kickuth R, Borner M, Candinas D, Saar B. Continuous administration of sorafenib in combination with transarterial chemoembolization in patients with hepatocellular carcinoma: results of a phase I study. Oncologist. 2010;15(11):1198-204. doi: 10.1634/theoncologist.2010-0180. Epub 2010 Oct 29.;;NCT00464919:Phase 2:Completed:No publish	No target
trametinib	NCT02292173:Phase 1:Recruiting:No publish;;NCT02042443:Phase 2:Completed:No publish;;NCT02070549:Phase 1:Recruiting:No publish;;NCT02465060:Phase 2:Recruiting:No publish	html not right
pirarubicin,mitomycin and lobaplatin	NCT02301091:Phase 3:Recruiting:No publish	html not right
tas-102	NCT02301104:Phase 1:Completed:No publish	No target
artesunate	NCT02304289:Phase 1:Completed:No publish	No target
tenofovir disoproxil fumarate	NCT02308319:Phase 4:Not yet recruiting:No publish	html not right
pf-04518600	NCT02315066:Phase 1:Recruiting:No publish	html not right
pf-04518600 plus pf-05082566	NCT02315066:Phase 1:Recruiting:No publish	html not right
decitabine	NCT02316028:Phase 1|Phase 2:Completed:No publish	No target
omega-3 fatty acid-based parenteral nutrition	NCT02321202:Phase 4:Completed:No publish	html not right
structolipid	NCT02321202:Phase 4:Completed:No publish	html not right
egm	NCT02338297:Phase 3:Unknown status:No publish	html not right
pva	NCT02338297:Phase 3:Unknown status:No publish	html not right
folfoxiri + bevacizumab	NCT02350530:Phase 2:Recruiting:No publish	html not right
oxaliplatin plus capecitabine	NCT02380131:Phase 4:Unknown status:No publish	html not right
herceptin	NCT02380131:Phase 4:Unknown status:No publish	html not right
rsifn-co	NCT02387307:Phase 1:Unknown status:No publish	html not right
xihuang capsules	NCT02399033:Phase 4:Recruiting:No publish	html not right
resminostat	NCT02400788:Phase 1|Phase 2:Completed:No publish	html not right
tace plus rad-p53 artery injection	NCT02418988:Phase 2:Unknown status:No publish	html not right
jnj-42756493 (erdafitinib)	NCT02421185:Phase 1:Recruiting:No publish	html not right
dexanabinol	NCT02423239:Phase 1:Unknown status:No publish	html not right
galunisertib	NCT02423343:Phase 1|Phase 2:Recruiting:No publish	html not right
5-fluorouracil/leucovorin	NCT02426450:Phase 2:Unknown status:No publish	html not right
ramucirumab	NCT02435433:Phase 3:Recruiting:No publish;;NCT02082210:Phase 1|Phase 2:Completed:No publish;;NCT02572687:Phase 1:Active, not recruiting:No publish;;NCT01246986:Phase 2:Active, not recruiting:No publish	html not right
tace plus sorafenib	NCT02436902:Phase 3:Recruiting:No publish	html not right
thalidomine	NCT02447679:Phase 2:Completed:No publish	html not right
tegafur-uracil	NCT02447679:Phase 2:Completed:No publish	html not right
raltitrexed-based chemotherapy	NCT02453490:Phase 3:Recruiting:No publish	html not right
5-fluorouracil-based chemotherapy	NCT02453490:Phase 3:Recruiting:No publish	html not right
adavosertib	NCT02465060:Phase 2:Recruiting:No publish	html not right
afatinib	NCT02465060:Phase 2:Recruiting:No publish	html not right
binimetinib	NCT02465060:Phase 2:Recruiting:No publish	html not right
capivasertib	NCT02465060:Phase 2:Recruiting:No publish	html not right
crizotinib	NCT02465060:Phase 2:Recruiting:No publish	html not right
dabrafenib	NCT02465060:Phase 2:Recruiting:No publish	html not right
defactinib	NCT02465060:Phase 2:Recruiting:No publish	No target
fgfr inhibitor azd4547	NCT02465060:Phase 2:Recruiting:No publish	html not right
larotrectinib	NCT02465060:Phase 2:Recruiting:No publish	html not right
osimertinib	NCT02465060:Phase 2:Recruiting:No publish	html not right
palbociclib	NCT02465060:Phase 2:Recruiting:No publish	html not right
pi3k-beta inhibitor gsk2636771	NCT02465060:Phase 2:Recruiting:No publish	html not right
sapanisertib	NCT02465060:Phase 2:Recruiting:No publish	html not right
taselisib	NCT02465060:Phase 2:Recruiting:No publish	html not right
vismodegib	NCT02465060:Phase 2:Recruiting:No publish;;NCT01546519:Phase 1:Completed:No publish	html not right
in111-pentetréotide	NCT02465112:Phase 3:Recruiting:No publish	html not right
[18f] fmiso	NCT02471313:Phase 2:Completed:No publish	html not right
oxaliplatin hai	NCT02494973:Phase 2|Phase 3:Recruiting:No publish	html not right
oxaliplatin iv	NCT02494973:Phase 2|Phase 3:Recruiting:No publish	html not right
lv5fu2	NCT02494973:Phase 2|Phase 3:Recruiting:No publish	html not right
blu-554	NCT02508467:Phase 1:Recruiting:No publish	No target
tae plus p53 gene	NCT02509169:Phase 2:Unknown status:No publish	html not right
talimogene laherparepvec	NCT02509507:Phase 1:Recruiting:No publish	html not right
lee011	NCT02524119:Phase 2:Recruiting:No publish	No target
liposomal doxorubicin+gemcitabine	NCT02527772:Phase 2|Phase 3:Active, not recruiting:Lombardi G, Zustovich F, Farinati F, Cillo U, Vitale A, Zanus G, Donach M, Farina M, Zovato S, Pastorelli D. Pegylated liposomal doxorubicin and gemcitabine in patients with advanced hepatocellular carcinoma: results of a phase 2 study. Cancer. 2011 Jan 1;117(1):125-33. doi: 10.1002/cncr.25578. Epub 2010 Aug 31.|Qin S, Bai Y, Lim HY, Thongprasert S, Chao Y, Fan J, Yang TS, Bhudhisawasdi V, Kang WK, Zhou Y, Lee JH, Sun Y. Randomized, multicenter, open-label study of oxaliplatin plus fluorouracil/leucovorin versus doxorubicin as palliative chemotherapy in patients with advanced hepatocellular carcinoma from Asia. J Clin Oncol. 2013 Oct 1;31(28):3501-8. doi: 10.1200/JCO.2012.44.5643. Epub 2013 Aug 26.	html not right
oxy111a	NCT02528526:Phase 1|Phase 2:Unknown status:No publish	html not right
floxuridine (fudr),dexamethasone (dxm), heparin in combination with oxaliplatin and capecitabine (capeox) or in combination with oxaliplatin and leucovorin and 5-fu (mfolfox6)	NCT02529774:Phase 2|Phase 3:Not yet recruiting:No publish	html not right
oxaliplatin and capecitabine (capeox) or oxaliplatin and leucovorin and 5-fu (mfolfox6)	NCT02529774:Phase 2|Phase 3:Not yet recruiting:No publish	html not right
gemox	NCT02534337:Phase 2|Phase 3:Unknown status:No publish	html not right
cefazolin	NCT02534961:Phase 4:Unknown status:No publish	html not right
oxaliplatin and raltitrexed	NCT02557490:Phase 4:Unknown status:No publish	html not right
oxaliplatin and fluorouracil	NCT02557503:Phase 4:Unknown status:No publish	html not right
medi6469	NCT02559024:Phase 1:Active, not recruiting:No publish	html not right
p53 gene therapy	NCT02561546:Phase 2:Unknown status:No publish	html not right
trans-catheter embolization	NCT02561546:Phase 2:Unknown status:No publish	html not right
ro7070179	NCT02564614:Phase 1:Completed:No publish	html not right
mln0128	NCT02575339:Phase 1|Phase 2:Active, not recruiting:No publish	html not right
mln0128 (rp2d)	NCT02575339:Phase 1|Phase 2:Active, not recruiting:No publish	html not right
peginterferon alfa-2a	NCT02576964:Phase 2:Completed:No publish;;NCT03253250:Phase 4:Recruiting:No publish	html not right
individualized chemotherapy	NCT02580253:Phase 2:Not yet recruiting:No publish	html not right
mfolfox6	NCT02580253:Phase 2:Not yet recruiting:No publish;;NCT02494973:Phase 2|Phase 3:Recruiting:No publish;;NCT02102789:Phase 3:Recruiting:No publish	html not right
systemic chemotherapy	NCT02584556:Phase 2|Phase 3:Unknown status:No publish	html not right
transcatheter arterial chemoembolization	NCT02584556:Phase 2|Phase 3:Unknown status:No publish	html not right
s-adenosyl methionine	NCT02586285:Phase 1:Unknown status:No publish	html not right
eadm	NCT02630108:Phase 3:Recruiting:Siegel RL, Miller KD, Jemal A. Cancer statistics, 2015. CA Cancer J Clin. 2015 Jan-Feb;65(1):5-29. doi: 10.3322/caac.21254. Epub 2015 Jan 5.	html not right
ultra-fluid lipiodol	NCT02630108:Phase 3:Recruiting:Siegel RL, Miller KD, Jemal A. Cancer statistics, 2015. CA Cancer J Clin. 2015 Jan-Feb;65(1):5-29. doi: 10.3322/caac.21254. Epub 2015 Jan 5.	html not right
mitomycin (mmc)	NCT02638857:Phase 1|Phase 2:Unknown status:No publish	html not right
epirubicin(eadm)	NCT02638857:Phase 1|Phase 2:Unknown status:No publish	html not right
enzalutamide with sorafenib	NCT02642913:Phase 1|Phase 2:Recruiting:No publish	html not right
enzalutamide	NCT02642913:Phase 1|Phase 2:Recruiting:No publish;;NCT02528643:Phase 2:Active, not recruiting:No publish	html not right
donafenib	NCT02645981:Phase 2|Phase 3:Recruiting:No publish	html not right
transarterial chemoembolization (tace)	NCT02646137:Phase 3:Recruiting:No publish	html not right
smoked plum	NCT02649153:Phase 3:Recruiting:You XM, Mo XS, Ma L, Zhong JH, Qin HG, Lu Z, Xiang BD, Wu FX, Zhao XH, Tang J, Pang YH, Chen J, Li LQ. Randomized Clinical Trial Comparing Efficacy of Simo Decoction and Acupuncture or Chewing Gum Alone on Postoperative Ileus in Patients With Hepatocellular Carcinoma After Hepatectomy. Medicine (Baltimore). 2015 Nov;94(45):e1968. doi: 10.1097/MD.0000000000001968.	html not right
gum chewing	NCT02649153:Phase 3:Recruiting:You XM, Mo XS, Ma L, Zhong JH, Qin HG, Lu Z, Xiang BD, Wu FX, Zhao XH, Tang J, Pang YH, Chen J, Li LQ. Randomized Clinical Trial Comparing Efficacy of Simo Decoction and Acupuncture or Chewing Gum Alone on Postoperative Ileus in Patients With Hepatocellular Carcinoma After Hepatectomy. Medicine (Baltimore). 2015 Nov;94(45):e1968. doi: 10.1097/MD.0000000000001968.	html not right
entecavir	NCT02650271:Phase 2|Phase 3:Recruiting:Ke Y, Ma L, You XM, Huang SX, Liang YR, Xiang BD, Li LQ, Zhong JH. Antiviral therapy for hepatitis B virus-related hepatocellular carcinoma after radical hepatectomy. Cancer Biol Med. 2013 Sep;10(3):158-64. doi: 10.7497/j.issn.2095-3941.2013.03.006.	No target
metatinib tromethamine	NCT02650375:Phase 1:Recruiting:No publish	html not right
sitagliptin	NCT02650427:Phase 1:Recruiting:No publish	No target
recombinant human interleukin-2	NCT02662348:Phase 1:Unknown status:No publish	html not right
her2bi-armed t cells	NCT02662348:Phase 1:Unknown status:No publish	html not right
rose bengal disodium	NCT02693067:Phase 1:Recruiting:No publish	html not right
18f-fluoromisonidazole	NCT02695628:Phase 2:Recruiting:No publish	html not right
tai-gpc3-cart cells	NCT02715362:Phase 1|Phase 2:Recruiting:No publish	html not right
mtl-cebpa	NCT02716012:Phase 1:Recruiting:No publish	html not right
vxm01	NCT02718430:Phase 1:Active, not recruiting:No publish	html not right
adjuvant chemotherapy	NCT02738697:Phase 3:Recruiting:Qin S, Cheng Y, Liang J, Shen L, Bai Y, Li J, Fan J, Liang L, Zhang Y, Wu G, Rau KM, Yang TS, Jian Z, Liang H, Sun Y. Efficacy and safety of the FOLFOX4 regimen versus doxorubicin in Chinese patients with advanced hepatocellular carcinoma: a subgroup analysis of the EACH study. Oncologist. 2014 Nov;19(11):1169-78. doi: 10.1634/theoncologist.2014-0190. Epub 2014 Sep 15.	html not right
0.9% normal saline	NCT02744248:Phase 1:Completed:No publish	html not right
iop injection	NCT02744248:Phase 1:Completed:No publish;;NCT03407495:Phase 2:Not yet recruiting:No publish	html not right
whole liver lobe ctace doxorubicin	NCT02753881:Phase 1:Recruiting:No publish	html not right
superselective ctace doxorubicin	NCT02753881:Phase 1:Recruiting:No publish	html not right
medi4736	NCT02754856:Phase 1:Recruiting:No publish;;NCT02572687:Phase 1:Active, not recruiting:No publish	html not right
epirubicin , pirarubicin , hydroxycamptothecin and fluorouracil	NCT02755311:Phase 3:Unknown status:No publish	html not right
tefinostat	NCT02759601:Phase 1|Phase 2:Active, not recruiting:No publish	html not right
oxaliplatin(oxa), 5-fluorouracil (5-fu)	NCT02767375:Phase 2|Phase 3:Recruiting:Korean Liver Cancer Study Group (KLCSG); National Cancer Center, Korea (NCC). 2014 Korean Liver Cancer Study Group-National Cancer Center Korea practice guideline for the management of hepatocellular carcinoma. Korean J Radiol. 2015 May-Jun;16(3):465-522. doi: 10.3348/kjr.2015.16.3.465. Epub 2015 May 13.	html not right
simeprevir	NCT02771405:Phase 3:Recruiting:No publish	No target
daclatasvir	NCT02771405:Phase 3:Recruiting:No publish	html not right
ledipasvir	NCT02771405:Phase 3:Recruiting:No publish	html not right
sofosbuvir	NCT02771405:Phase 3:Recruiting:No publish;;NCT01559844:Phase 2:Completed:No publish	html not right
ribavirin	NCT02771405:Phase 3:Recruiting:No publish;;NCT01559844:Phase 2:Completed:No publish	html not right
apatinib mesylate tablets	NCT02772029:Phase 1|Phase 2:Unknown status:No publish	html not right
folfox protocol	NCT02774187:Phase 3:Active, not recruiting:Fan W, Zhang Y, Wang Y, Yao X, Yang J, Li J. Neutrophil-to-lymphocyte and platelet-to-lymphocyte ratios as predictors of survival and metastasis for recurrent hepatocellular carcinoma after transarterial chemoembolization. PLoS One. 2015 Mar 5;10(3):e0119312. doi: 10.1371/journal.pone.0119312. eCollection 2015.;;NCT03048123:Phase 2:Completed:No publish;;NCT02981498:Phase 2:Recruiting:He MK, Zou RH, Li QJ, Zhou ZG, Shen JX, Zhang YF, Yu ZS, Xu L, Shi M. Phase II Study of Sorafenib Combined with Concurrent Hepatic Arterial Infusion of Oxaliplatin, 5-Fluorouracil and Leucovorin for Unresectable Hepatocellular Carcinoma with Major Portal Vein Thrombosis. Cardiovasc Intervent Radiol. 2018 May;41(5):734-743. doi: 10.1007/s00270-017-1874-z. Epub 2018 Jan 11.;;NCT02973685:Phase 3:Recruiting:No publish	html not right
inc280	NCT02795429:Phase 1|Phase 2:Recruiting:No publish;;NCT01737827:Phase 2:Recruiting:No publish	html not right
somatostatin infusion	NCT02799212:Phase 3:Recruiting:No publish	html not right
placebo infusion	NCT02799212:Phase 3:Recruiting:No publish	html not right
anlotinib	NCT02809534:Phase 2:Recruiting:No publish	html not right
entecavir therapy	NCT02829359:Phase 2|Phase 3:Completed:No publish	html not right
h3b-6527	NCT02834780:Phase 1:Recruiting:No publish	No target
ad-p53	NCT02842125:Phase 1|Phase 2:Not yet recruiting:No publish	html not right
xeloda	NCT02842125:Phase 1|Phase 2:Not yet recruiting:No publish	html not right
keytruda	NCT02842125:Phase 1|Phase 2:Not yet recruiting:No publish	html not right
opdivo	NCT02842125:Phase 1|Phase 2:Not yet recruiting:No publish	html not right
tace regimen	NCT02856126:Phase 3:Recruiting:No publish	html not right
haic regimen	NCT02856126:Phase 3:Recruiting:No publish	html not right
oral sorafenib	NCT02856126:Phase 3:Recruiting:No publish	html not right
cc-122	NCT02859324:Phase 1|Phase 2:Recruiting:No publish	No target
cabozantinib s-malate	NCT02867592:Phase 2:Recruiting:No publish	html not right
oxaliplatin intravenous	NCT02885753:Phase 3:Recruiting:No publish	html not right
5 fu	NCT02885753:Phase 3:Recruiting:No publish	html not right
oxaliplatin intra-arteriel	NCT02885753:Phase 3:Recruiting:No publish	html not right
cytoxan	NCT02905188:Phase 1:Not yet recruiting:No publish	html not right
acetaminophen	NCT02911961:Phase 4:Not yet recruiting:No publish	html not right
peri-operative chemotherapy	NCT02912052:Phase 3:Not yet recruiting:No publish	html not right
postoperative chemotherapy	NCT02912052:Phase 3:Not yet recruiting:No publish	html not right
yang yin fu zheng therapy	NCT02927626:Early Phase 1:Recruiting:No publish	html not right
routine medical care	NCT02927626:Early Phase 1:Recruiting:No publish	html not right
abc294640	NCT02939807:Phase 2:Recruiting:No publish	No target
shr-1210	NCT02942329:Phase 1|Phase 2:Recruiting:No publish	html not right
nis793	NCT02947165:Phase 1:Recruiting:No publish	html not right
pdr001	NCT02947165:Phase 1:Recruiting:No publish;;NCT02988440:Phase 1:Recruiting:No publish;;NCT02795429:Phase 1|Phase 2:Recruiting:No publish	html not right
car-t cell	NCT02959151:Phase 1|Phase 2:Recruiting:No publish	html not right
cisplatin and 5-fluorouracil	NCT02967887:Phase 2:Recruiting:No publish	html not right
simvastatin	NCT02968810:Phase 2:Recruiting:No publish	html not right
best supportive care	NCT02971696:Phase 3:Completed:No publish;;NCT00508001:Phase 2:Completed:No publish	html not right
p03277	NCT02973516:Phase 2:Recruiting:No publish	html not right
5-fu, oxaliplatin , leucovorin	NCT02987699:Phase 2:Recruiting:Llovet JM, Real MI, Montaña X, Planas R, Coll S, Aponte J, Ayuso C, Sala M, Muchart J, Solà R, Rodés J, Bruix J; Barcelona Liver Cancer Group. Arterial embolisation or chemoembolisation versus symptomatic treatment in patients with unresectable hepatocellular carcinoma: a randomised controlled trial. Lancet. 2002 May 18;359(9319):1734-9.	html not right
normal saline	NCT02987907:Phase 3:Recruiting:No publish	html not right
pembrolizumab (200 mg)	NCT03006926:Phase 1:Recruiting:No publish	html not right
trans-arterial chemoembolization (tace)	NCT03007225:Phase 4:Completed:No publish	html not right
tace with drug eluting beads procedure	NCT03007225:Phase 4:Completed:No publish	html not right
genexol-pm	NCT03008512:Phase 2:Recruiting:No publish	html not right
5fluorouracil	NCT03017326:Phase 3:Recruiting:No publish	html not right
vincristine	NCT03017326:Phase 3:Recruiting:No publish	html not right
atorvastatin	NCT03024684:Phase 4:Recruiting:No publish	html not right
tilmanocept (technetium tc 99m tilmanocept injection)	NCT03029988:Phase 1:Recruiting:No publish	html not right
cetuximab plus folfiri/folfox	NCT03031444:Phase 2|Phase 3:Recruiting:Fong Y, Fortner J, Sun RL, Brennan MF, Blumgart LH. Clinical score for predicting recurrence after hepatic resection for metastatic colorectal cancer: analysis of 1001 consecutive cases. Ann Surg. 1999 Sep;230(3):309-18; discussion 318-21.	html not right
folfiri/folfox/capeox	NCT03031444:Phase 2|Phase 3:Recruiting:Fong Y, Fortner J, Sun RL, Brennan MF, Blumgart LH. Clinical score for predicting recurrence after hepatic resection for metastatic colorectal cancer: analysis of 1001 consecutive cases. Ann Surg. 1999 Sep;230(3):309-18; discussion 318-21.	html not right
lipotecan	NCT03035006:Phase 1|Phase 2:Recruiting:No publish;;NCT02267213:Phase 2:Completed:No publish	html not right
sorafenib (sor)	NCT03037437:Phase 2:Recruiting:No publish	html not right
hydroxychloroquine (hcq)	NCT03037437:Phase 2:Recruiting:No publish	html not right
arm nai-iri + 5-fu + leucovorin (arm a)	NCT03044587:Phase 2:Recruiting:No publish	html not right
arm cisplatin + gemcitabine (arm b)	NCT03044587:Phase 2:Recruiting:No publish	html not right
tace drug protocol	NCT03048123:Phase 2:Completed:No publish;;NCT02973685:Phase 3:Recruiting:No publish	html not right
cbt-501	NCT03053466:Phase 1:Recruiting:No publish	html not right
int230-6	NCT03058289:Phase 1|Phase 2:Recruiting:No publish	html not right
sf1126	NCT03059147:Phase 1:Recruiting:No publish	html not right
celecoxib 200mg oral capsule	NCT03059238:Phase 3:Recruiting:Lv N, Kong Y, Mu L, Pan T, Xie Q, Zhao M. Effect of perioperative parecoxib sodium on postoperative pain control for transcatheter arterial chemoembolization for inoperable hepatocellular carcinoma: a prospective randomized trial. Eur Radiol. 2016 Oct;26(10):3492-9. doi: 10.1007/s00330-016-4207-8. Epub 2016 Jan 22.	html not right
parecoxib sodium	NCT03059238:Phase 3:Recruiting:Lv N, Kong Y, Mu L, Pan T, Xie Q, Zhao M. Effect of perioperative parecoxib sodium on postoperative pain control for transcatheter arterial chemoembolization for inoperable hepatocellular carcinoma: a prospective randomized trial. Eur Radiol. 2016 Oct;26(10):3492-9. doi: 10.1007/s00330-016-4207-8. Epub 2016 Jan 22.	html not right
controlled-release oxycodone	NCT03059238:Phase 3:Recruiting:Lv N, Kong Y, Mu L, Pan T, Xie Q, Zhao M. Effect of perioperative parecoxib sodium on postoperative pain control for transcatheter arterial chemoembolization for inoperable hepatocellular carcinoma: a prospective randomized trial. Eur Radiol. 2016 Oct;26(10):3492-9. doi: 10.1007/s00330-016-4207-8. Epub 2016 Jan 22.	html not right
floxuridine (fudr)	NCT03069950:Phase 2:Recruiting:No publish	html not right
irinotecan (cpt-11)	NCT03069950:Phase 2:Recruiting:No publish	html not right
folfox4	NCT03092895:Phase 2:Recruiting:No publish;;NCT02069041:Phase 1:Completed:No publish;;NCT02534337:Phase 2|Phase 3:Unknown status:No publish;;NCT02527772:Phase 2|Phase 3:Active, not recruiting:Lombardi G, Zustovich F, Farinati F, Cillo U, Vitale A, Zanus G, Donach M, Farina M, Zovato S, Pastorelli D. Pegylated liposomal doxorubicin and gemcitabine in patients with advanced hepatocellular carcinoma: results of a phase 2 study. Cancer. 2011 Jan 1;117(1):125-33. doi: 10.1002/cncr.25578. Epub 2010 Aug 31.|Qin S, Bai Y, Lim HY, Thongprasert S, Chao Y, Fan J, Yang TS, Bhudhisawasdi V, Kang WK, Zhou Y, Lee JH, Sun Y. Randomized, multicenter, open-label study of oxaliplatin plus fluorouracil/leucovorin versus doxorubicin as palliative chemotherapy in patients with advanced hepatocellular carcinoma from Asia. J Clin Oncol. 2013 Oct 1;31(28):3501-8. doi: 10.1200/JCO.2012.44.5643. Epub 2013 Aug 26.;;NCT02452853:Phase 2:Unknown status:No publish;;NCT00874406:Phase 4:Unknown status:No publish	html not right
apatinib	NCT03092895:Phase 2:Recruiting:No publish;;NCT02702323:Phase 2|Phase 3:Not yet recruiting:No publish;;NCT02727309:Phase 1|Phase 2:Recruiting:No publish;;NCT02942329:Phase 1|Phase 2:Recruiting:No publish;;NCT03511703:Phase 2:Not yet recruiting:No publish;;NCT03261791:Phase 2:Recruiting:No publish;;NCT03114085:Phase 2:Not yet recruiting:No publish;;NCT03046979:Phase 2:Recruiting:No publish;;NCT02329860:Phase 3:Active, not recruiting:No publish;;NCT01192971:Phase 2:Completed:No publish	No target
xl888	NCT03095781:Phase 1:Recruiting:No publish	No target
kn035	NCT03101488:Phase 1:Recruiting:No publish	html not right
bumetanide	NCT03107416:Phase 1|Phase 2:Recruiting:No publish	No target
milciclib maleate	NCT03109886:Phase 2:Recruiting:No publish	html not right
68gallium citrate	NCT03116945:Phase 2:Recruiting:Gharib AM, Thomasson D, Li KC. Molecular imaging of hepatocellular carcinoma. Gastroenterology. 2004 Nov;127(5 Suppl 1):S153-8.	html not right
gpc3-cart cells	NCT03130712:Phase 1|Phase 2:Recruiting:No publish	html not right
drug eluting bead transarterial chemoembolization	NCT03143270:Early Phase 1:Recruiting:No publish	html not right
