gene	突变类型	突变频率	相关通路	PMID	文献类型	IF	年份	引用量	备注	Drug_anno(敏感增加或.)	Drug_anno(毒性增加或敏感降低或耐药提高)
CTNNB1		28.60%		29573058	Review	4.14	2018	0	整合1340例样本分析；642来自日本，451来自TCGA，247来自芬兰	None	None
CTNNB1	mut	1.30%	WNT signalling	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	None	None
CTNNB1	mut	~30%	β-catenin	25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	None	None
CTNNB1	mut	26.3%（244/928）	Wnt/β-catenin signalling	26099984	Review	4.91	2015	86		None	None
CTNNB1	mut	11-37%	Wnt/β-catenin	26099527	Review	7.67	2015	77		None	None
PIK3CA	mut	2.00%	PI3K/MTOR signalling	27262756	Review	7.43	2016	12		BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA		0-35%		27838634	Review	5.03	2017	8		BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA	mut	4.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA		3.00%		.	.	.	.	.	来源于cosmic	BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA	mut	1.70%	PI3K/AKT/MTOR pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA		2.00%		29573058	Review	4.14	2018	0	整合1340例样本分析；642来自日本，451来自TCGA，247来自芬兰	BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA	mut	4.50%	RAS/RAF kinase	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA	mut	5.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA	mut	14/928 (1.5)	Ras/PI3K/mTOR pathway	26099984	Review	4.91	2015	86		BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PIK3CA	mut	0-2%	Akt/mtor	26099527	Review	7.67	2015	77		BKM120:PMID: 20453058, 23714559;Everolimus:PMID: 20453058, 23714559;GDC-0941:PMID: 20453058, 23714559;MK-2206:PMID: 20453058, 23714559;PP24237:PMID: 20453058, 23714559;Temsirolimus:PMID: 20453058, 23714559||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BRAF inhibitors:PMC3936420;Dabrafenib:PMID: 24265155;Vemurafenib:PMID: 24265155||Cetuximab:PMID: 19223544, 20619739||EGFR TKIs:PMID: 16906227
PTEN		3.00%		27838634	Review	5.03	2017	8		Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN	mut	4.3%(13/300)		27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN	del	7.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN	mut,homo del	3.40%	PI3K/AKT/MTOR pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN		2.00%		29573058	Review	4.14	2018	0	整合1340例样本分析；642来自日本，451来自TCGA，247来自芬兰	Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN	mut	2.60%	RAS/RAF kinase	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN	mut	3.00%		28297679		8.4	2017	8	仅在第一阶段出现	Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN	del，mut	3.00%	PIK3-mTOR	25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN	mut	9/928 (1)	Ras/PI3K/mTOR pathway	26099984	Review	4.91	2015	86		Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
PTEN	homo del	1-3%	Akt/mtor	26099527	Review	7.67	2015	77		Everolimus:PMID: 22932669, 23714559;MK-2206:PMID: 22932669, 23714559;Temsirolimus:PMID: 22932669, 23714559||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 23582881;Sirolimus:ASCO 2013 (abstr 2532)||Everolimus:PMID: 27091708;Trastuzumab:PMID: 27091708	BYL719:PMID: 25409150;Cetuximab:Caris molecular intelligence;Panitumumab:Caris molecular intelligence||Cetuximab:PMID: 21163703||Cetuximab:PMID: 21163703
ALB	mut	5.00%	unclear	27838634	Review	5.03	2017	8		None	None
ALB	mut	3.3%(4/120)		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	None	None
ALB	mut	13%(39/300)		27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	None	None
ALB	mut	13.00%	hepatic differentiation	27262756	Review	7.43	2016	12		None	None
ALB	mut	13.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	None
ALB	mut	12.80%	hepatic differentiation	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
ALB		10.20%		29573058	Review	4.14	2018	0	整合1340例样本分析；642来自日本，451来自TCGA，247来自芬兰	None	None
ALB	mut	8.00%		28297679		8.4	2017	8	仅在第一阶段出现	None	None
ALB	mut	3.3%(4/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	None	None
ATM	mut	7%-19%	DNA damage checkpoint and repair	27838634	Review	5.03	2017	8		AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
ATM	mut	5%（6/120）		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
ATM	mut	6.00%	cell cycle control	27262756	Review	7.43	2016	12		AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
ATM		3.00%		.	.	.	.	.	来源于cosmic	AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
ATM	mut	5.50%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
ATM	mut	3.00%		28297679		8.4	2017	8	仅在第一阶段出现	AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
ATM	mut	30/928 (3.2)	p53/cell cycle control	26099984	Review	4.91	2015	86		AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
ATM	mut	5.0%(6/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
ATM	mut	2-6%	P53-cell cycle pathway	26099527	Review	7.67	2015	77		AZD6738:NCT01955668,https: //ash.confex.com/ash/2014/webprogram/Paper71027.html||CHK1/2 inhibitor:PMID: 24934408;Irinotecan:PMID: 24934408||Cisplatin:PMID: 26238431||Cisplatin:PMID: 26238431;Olaparib:ENA 2014 (abstr 8LBA), 26510020;Temozolomide:PMID: 23960094	None
CCND1	(STV)CNV	5.3%(16/300)		27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
CCND1	amp	7.00%	cell cycle control	27262756	Review	7.43	2016	12		None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
CCND1	amp	6.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
CCND1	amp	4.70%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
CCND1		1-2%		29573058	Review	4.14	2018	0	整合1340例样本分析；642来自日本，451来自TCGA，247来自芬兰	None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
CCND1	amp	13.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
CCND1	amp	7.00%	p53-Rb pathway，β-catenin	25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
CCND1	amp	46/636 (7.2)‡	Cell-cycle control	26099984	Review	4.91	2015	86		None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
CCND1	amp	5-14%	P53-cell cycle pathway	26099527	Review	7.67	2015	77		None	Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Ibrutinib:PMID: 27713153||Palbociclib:ASCO 2017 (abstr 9056)
NFE2L2	mut	5.00%	oxidative stress response	27838634	Review	5.03	2017	8		None	None
NFE2L2	mut	3.3%(10/300)		27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	None	None
NFE2L2	mut	6.00%	Oxidative stress	27262756	Review	7.43	2016	12		None	None
NFE2L2	mut	3.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	None
NFE2L2		3.00%		.	.	.	.	.	来源于cosmic	None	None
NFE2L2	mut	6.40%	Oxidative stress	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
NFE2L2	mut	7.00%		25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	None	None
NFE2L2	mut	32/928 (3.4)	Oxidative stress	26099984	Review	4.91	2015	86		None	None
NFE2L2	mut	3-6 %	oxidative stress	26099527	Review	7.67	2015	77		None	None
RPS6KA3	mut	8%-10%	DNA damage checkpoint and repair	27838634	Review	5.03	2017	8		None	None
RPS6KA3	SNP、Indel、SV	6.3%(19/300)		27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	None	None
RPS6KA3	mut	7.00%	RAS/MAPK signalling	27262756	Review	7.43	2016	12		None	None
RPS6KA3	mut	4.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	None
RPS6KA3	mut	6.80%	MAP kinase pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
RPS6KA3		4.00%		29573058	Review	4.14	2018	0	整合1340例样本分析；642来自日本，451来自TCGA，247来自芬兰	None	None
RPS6KA3	mut	5.00%		25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	None	None
RPS6KA3	mut	30/928 (3.2)	Ras/PI3K/mTOR pathway	26099984	Review	4.91	2015	86		None	None
RPS6KA3	mut	2-9%	Ras/raf/mapk	26099527	Review	7.67	2015	77		None	None
BAP1	mut	2.7%(8/300)	chromatin remodeling	27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	None	None
BAP1	mut	5.00%	chromatin remodeling	28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	None
BAP1		11.00%	chromatin remodeling	26405193	research	8.39	2015	19		None	None
BAP1	mut	8.50%	Epigenetic modifiers,chromatin-remodeling	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	None	None
BAP1	mut	32.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	None	None
BAP1	mut	25.00%		24185509	research	24.17	2013	164	32 iCC，9 gall-bladder carcinomas	None	None
BAP1		5.90%		25636086	research	11.23	2015	30	30例胆汁表现的肝癌，60 HCC WGS，数据收录在ICGC	None	None
ACVR2A	mut	3.3%(10/300)		27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	None	None
ACVR2A	mut	4.00%	TGFβ signalling	27262756	Review	7.43	2016	12		None	None
ACVR2A	mut	3.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	None
ACVR2A	mut	4.10%	TGF-β	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	None	None
ACVR2A	mut	5.00%		25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	None	None
ACVR2A	mut	4.70%	TGFβ pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
APC	mut	1.00%	WNT Signalling	27262756	Review	7.43	2016	12		None	None
APC	mut	1.30%	WNT/β-catenin pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
APC	mut	7.10%	WNT signalling	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	None	None
APC	mut	3.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	None	None
APC	mut	15/928 (1.6)	Wnt/β-catenin signalling	26099984	Review	4.91	2015	86		None	None
APC	mut	1-2%	Wnt/β-catenin	26099527	Review	7.67	2015	77		None	None
FGF19	amp	4.00%	RAS/MAPK signalling	27262756	Review	7.43	2016	12		None	None
